ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_amj25
2025,05,21227,1,0054,1,1,202502212271005411,1,1,1,1,2,,1,52,1,1,16,10,1972,1,,,,,,,,,,,,,,,,2611,8411,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,9000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,9000,,,,,,,,50,9000,9000,9050,1,844.5223640413626
2025,05,23496,1,0009,1,1,202505234961000912,1,2,2,1,2,,1,62,2,2,18,5,1963,1,,,,,,,,,,,,,,,,2311,8530,3,2,,,5,9998,0,6,8,8,8,6,3,39,13,52,1,,2,,2,2,4,5000,,,,4000,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,5000,,,,4000,,,,50,9000,5000,9050,1,1074.328814131046
2025,04,24241,1,0079,1,1,202504242411007911,1,1,1,1,2,,2,52,1,1,5,12,1972,1,,,,,,,,,,,,,,,,3314,1071,1,,2,1,1,5,9,9,9,9,9,9,9,63,,63,1,,2,,2,2,,,,,,,,,,,,,,,,,2,5,2,,2,,2,,2,,1,4,2,,2,,2,,2,,2,,2,,2,,10,1,,2,2,2,2,2,2,10,7,1,,,9000,,,,,,,9000,9000,9000,1,861.1953901198347
2025,05,2721702,1,0007,1,1,20240227217021000711,1,1,1,1,2,,1,52,1,1,14,6,1972,1,,,,,,,,,,,,,,,,1322,3312,1,,1,,1,2,0,10,10,10,10,10,6,56,,56,1,,1,1,1,2,,,,9000,,,,,,,,,,,,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,,,9000,,,,,,,9000,9000,9000,1,873.52851985431
2025,05,2946101,1,0013,1,1,20240229461011001311,1,1,1,1,2,,1,66,1,1,18,4,1959,1,,,,,,,,,,,,,,,,4321,5222,3,5,1,,5,9998,10,10,10,9,0,0,9,48,,48,1,,2,,2,2,4,6800,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,1,1,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,6800,,,,,,,,2168,6800,6800,8968,1,1179.6777136370154
2025,04,2731801,1,0023,1,1,20250127318011002311,1,1,1,1,2,,1,51,1,1,23,6,1973,1,,,,,,,,,,,,,,,,2512,6419,3,5,1,,5,7000,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,6000,300,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,5,1,6000,300,,,,,,,2605,6300,6300,8905,1,1139.3839240739653
2025,05,19968,1,0016,1,1,202505199681001612,1,2,2,1,2,,2,40,2,2,16,1,1985,1,,,,,,,,,,,,,,,,2311,8530,3,5,1,,5,1000,0,5,5,5,5,5,5,30,,30,1,,2,,2,2,4,6500,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,6500,,,,,,,,2376,6500,6500,8876,1,769.2540639664038
2025,05,24230,1,0016,1,1,202505242301001611,1,1,1,1,2,,1,40,1,1,19,6,1984,1,,,,,,,,,,,,,,,,3143,2011,3,5,1,,5,3000,0,2,9,9,9,0,0,29,,45,2,45,2,,2,2,4,6600,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,6600,,,,,,,,2167,6600,6600,8767,1,1205.2330109189247
2025,04,2655102,1,0047,1,1,20250426551021004712,1,2,3,1,2,,2,29,2,1,24,11,1995,1,,,,,,,,,,,,,,,,2611,6910,3,5,1,,1,20,0,8,8,8,0,0,0,24,,40,2,40,2,,2,2,4,7000,,,,,,,,,,,,,,,2,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,12,2,,2,2,2,2,2,2,10,8,1,7000,,,,,,,,1749,7000,7000,8749,1,1124.3662883810057
2025,05,18294,1,0008,1,1,202402182941000811,1,1,1,1,2,,1,52,1,1,10,3,1973,1,,,,,,,,,,,,,,,,6223,311,3,5,1,,5,501,0,12,12,12,0,12,0,48,,48,1,,2,,2,2,4,7000,,,,,,,,,,,,,,,2,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,10,2,,2,2,2,2,2,2,10,7,1,7000,,,,,,,,1749,7000,7000,8749,1,414.8051812645131
2025,05,26136,1,0101,1,1,202505261361010111,1,1,1,1,2,,1,54,1,1,20,1,1971,1,,,,,,,,,,,,,,,,1169,4321,3,5,1,,1,12,0,10,10,10,0,10,5,45,,55,2,55,2,,2,2,4,7000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,7000,,,,,,,,1749,7000,7000,8749,1,1486.9396571824125
2025,05,2485902,1,0045,1,1,20250524859021004511,1,1,1,1,2,,1,33,1,1,4,8,1991,1,,,,,,,,,,,,,,,,4419,8411,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,7000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,7000,,,,,,,,1749,7000,7000,8749,1,776.6065706381149
2025,05,19968,1,0014,1,1,202505199681001411,1,1,1,1,2,,1,48,1,1,14,3,1977,1,,,,,,,,,,,,,,,,4110,1104,3,5,1,,5,1000,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,7000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,7000,,,,,,,,1749,7000,7000,8749,1,670.6982814954182
2025,06,26537,1,0027,1,1,202506265371002711,1,1,1,1,2,,2,58,1,1,2,9,1966,1,,,,,,,,,,,,,,,,2622,8530,3,5,1,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,7000,,,,,,,,,,,,,,,2,3,1,1,2,,1,2,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,7000,,,,,,,,1749,7000,7000,8749,1,908.4649813040578
2025,06,2640901,1,0008,1,1,20250326409011000812,1,2,2,1,2,,1,59,2,2,19,2,1966,1,,,,,,,,,,,,,,,,4110,4719,3,5,1,,5,501,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,7000,,,,,,,,,,,,,,,1,4,2,,2,,2,,1,3,2,,2,,2,,2,,2,,2,,2,,1,3,11,5,,2,2,2,2,2,2,10,7,1,7000,,,,,,,,1749,7000,7000,8749,1,894.3268172086696
2025,06,2654802,2,0005,1,1,20250626548022000512,1,2,2,1,2,,1,53,2,1,14,2,1972,1,,,,,,,,,,,,,,,,2161,7110,3,5,1,,1,4,0,10,10,10,10,10,0,50,,50,1,,2,,2,2,4,7000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,7000,,,,,,,,1749,7000,7000,8749,1,730.9068921326391
2025,06,27067,1,0146,1,1,202506270671014612,1,2,2,1,2,,2,64,2,2,25,9,1960,1,,,,,,,,,,,,,,,,1167,6512,3,5,1,,1,6,0,7,7,7,7,7,0,35,,35,1,,1,1,1,2,4,7000,,,,,,,,,,,,,,,2,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,7000,,,,,,,,1749,7000,7000,8749,1,1140.2801838039486
2025,05,28984,1,0016,1,1,202405289841001611,1,2,2,1,2,,2,46,2,2,6,8,1978,1,,,,,,,,,,,,,,,,2411,5229,3,5,1,,4,160,0,9,9,9,9,9,0,45,,45,1,,2,,2,2,4,6330,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,6,1,6330,,,,,,,,2387,6330,6330,8717,1,830.2706606134789
2025,05,2683902,1,0026,2,1,20240826839021002621,1,1,1,1,2,,1,60,1,1,2,7,1964,1,,,,,,,,,,,,,,,,2151,2610,3,5,1,,4,200,0,8,8,8,8,8,5,45,,45,1,,2,,2,2,4,6500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,6500,,,,,,,,2168,6500,6500,8668,1,1304.6756723737665
2025,05,21352,1,0053,1,1,202505213521005311,1,1,1,1,2,,2,35,1,1,15,9,1989,1,,,,,,,,,,,,,,,,5142,9602,3,5,2,2,1,4,10,10,0,10,10,10,10,60,2,70,2,70,1,1,1,2,1,187,,,,,,3000,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,5610,,,,,3000,,,,8610,5610,8610,1,1112.1771208744065
2025,06,26274,1,0135,1,1,202506262741013512,1,2,2,1,2,,2,40,2,2,18,7,1984,1,,,,,,,,,,,,,,,,4110,8412,3,2,,,5,998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,8500,,,,,,,,,,,,,,,1,3,1,1,1,2,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,1,1,1,8500,,,,,,,,66,8500,8500,8566,1,1068.681811162232
2025,05,19968,1,0014,1,1,202505199681001412,1,2,2,1,2,,2,42,2,2,6,5,1983,1,,,,,,,,,,,,,,,,5221,4659,3,5,1,,3,55,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,6000,700,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,6,1,6000,1033,,,,,,,1500,7033,7033,8533,1,769.2540639664038
2025,05,2699002,1,0068,1,1,20240526990021006811,1,1,1,1,2,,1,46,1,2,7,11,1978,1,,,,,,,,,,,,,,,,1211,5229,3,5,1,,4,200,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,8500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,8500,,,,,,,,,8500,8500,8500,1,917.7266163627577
2025,06,25376,1,0043,1,1,202506253761004311,1,1,1,1,2,,1,46,1,1,18,10,1978,1,,,,,,,,,,,,,,,,3314,4630,3,5,1,,1,6,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,7000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,7000,,,,,,,,1458,7000,7000,8458,1,1132.0216523542827
2025,06,29810,1,0053,1,1,202506298101005312,1,2,2,1,2,,1,42,2,2,30,8,1982,1,,,,,,,,,,,,,,,,3115,1311,3,5,1,,4,160,0,8,8,8,8,8,5,45,18,63,1,,2,,2,2,4,3500,100,,,,,3200,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,3500,433,,,,3200,,,1293,7133,3933,8426,1,1376.5829481976148
2025,06,47758,1,0001,1,1,202506477581000111,1,1,1,1,2,,1,42,1,1,19,3,1983,1,,,,,,,,,,,,,,,,3314,1410,1,,1,,1,4,0,10,10,10,10,10,6,56,,56,1,,2,,2,2,,,,8000,400,,,,,,,,,,,,1,2,2,,1,2,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,1,1,,,8000,400,,,,,,8400,8400,8400,1,973.0653740189371
2025,06,1799601,1,0037,1,1,20240617996011003711,1,1,1,1,2,,1,52,1,1,14,10,1972,2,1,,,,,,,,,,,,,,,4419,8423,3,2,,,5,9998,0,0,0,0,0,0,0,0,12,52,2,40,2,,2,2,4,4700,,,,,,2500,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,4700,,,,,2500,,,1176,7200,4700,8376,1,469.3411621867739
2025,04,26219,1,0032,1,1,202401262191003212,1,2,3,1,2,,1,38,2,2,24,6,1986,1,,,,,,,,,,,,,,,,2330,8521,3,5,1,,4,400,0,8,8,8,0,8,0,32,3,35,1,,1,1,1,2,4,8000,,,,270,,,,,,,,,,,1,2,2,,1,1,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,8000,,,,270,,,,,8270,8000,8270,1,1178.3442123923865
2025,06,2199601,1,0024,1,1,20240621996011002414,1,2,3,1,2,,2,36,2,2,17,7,1988,1,,,,,,,,,,,,,,,,2211,8610,3,2,,,5,9990,0,12,0,12,0,12,0,36,12,48,1,,2,,2,2,4,5000,50,,,3000,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,5000,217,,,3000,,,,50,8217,5217,8267,1,940.9371509994147
2025,04,1969701,1,0027,1,1,20240119697011002711,1,1,1,1,2,,1,39,1,1,12,12,1985,1,,,,,,,,,,,,,,,,2142,4100,3,5,1,,3,100,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,4,6000,1000,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,6000,1000,,,,,,,1233,7000,7000,8233,1,1380.0721741728494
2025,04,46816,1,0034,1,1,202401468161003411,1,1,1,1,2,,1,44,1,1,23,5,1980,1,,,,,,,,,,,,,,,,3213,4772,2,,2,1,1,2,0,12,12,12,12,12,0,60,24,84,1,,2,,2,2,,,,,,,,2000,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,,,6200,,,2000,,,,8200,6200,8200,1,1379.3560142321344
2025,05,1962301,1,0037,1,1,20240519623011003711,1,1,1,1,2,,1,39,1,1,22,8,1985,1,,,,,,,,,,,,,,,,4110,4659,3,5,1,,5,9998,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,4,6000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,6000,,,,,,,,2167,6000,6000,8167,1,1175.548302311803
2025,06,27321,1,0058,2,1,202506273211005821,1,1,1,1,2,,1,42,1,2,16,10,1982,1,,,,,,,,,,,,,,,,4110,4659,3,5,1,,3,100,0,11,11,11,11,11,9,64,,64,1,,1,1,1,2,4,6000,250,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,10,4,,2,2,2,2,2,2,10,7,1,6000,250,,,,,,,1917,6250,6250,8167,1,1117.9900041919702
2025,05,25903,1,0029,1,1,202405259031002912,1,2,3,1,2,,1,37,2,2,5,2,1988,1,,,,,,,,,,,,,,,,2142,4100,3,5,1,,1,17,0,9,10,8,10,11,6,54,,54,2,48,2,,2,2,4,6500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,6500,,,,,,,,1626,6500,6500,8126,1,886.9069614039499
2025,06,26214,1,0020,1,1,202506262141002015,1,5,4,1,2,,1,50,5,5,3,8,1974,1,,,,,,,,,,,,,,,,2311,8530,3,5,1,,5,9998,0,6,8,8,6,8,4,40,,40,1,,2,,2,2,4,6500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,6500,,,,,,,,1626,6500,6500,8126,1,904.6263517848946
2025,05,2018302,1,0099,1,1,20240220183021009911,1,1,1,1,2,,1,50,1,1,22,10,1974,1,,,,,,,,,,,,,,,,9411,5610,1,,3,2,1,4,10,0,8,10,8,10,10,56,,56,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,1,1,1,,,7825,260,,,,,,8085,8085,8085,1,1307.7982135706627
2025,05,20438,1,0012,1,1,202505204381001214,1,3,7,1,2,,1,42,3,1,8,8,1982,1,,,,,,,,,,,,,,,,1111,8423,3,2,,,5,9000,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,8000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,6,,2,2,2,2,2,2,10,7,1,8000,,,,,,,,83,8000,8000,8083,1,1286.722590764953
2025,05,22385,1,0126,1,1,202408223851012612,1,2,2,1,2,,2,33,2,2,27,4,1992,1,,,,,,,,,,,,,,,,2211,8610,3,3,,,5,9998,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,4,7000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,7,,2,2,2,2,2,2,10,7,1,7000,,,,,,,,1083,7000,7000,8083,1,1420.6185018420308
2025,05,2561301,1,0060,1,1,20250525613011006011,1,1,1,1,2,,2,36,1,1,18,1,1989,1,,,,,,,,,,,,,,,,2611,8412,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,1,4,8000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,8000,,,,,,,,50,8000,8000,8050,1,960.4810630707525
2025,06,25576,1,0135,1,1,202406255761013511,1,1,1,1,2,,2,62,1,1,17,6,1962,1,,,,,,,,,,,,,,,,2424,8412,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,8000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,8000,,,,,,,,50,8000,8000,8050,1,1270.2658731269667
2025,04,2658802,1,0001,1,1,20240126588021000111,1,1,1,1,2,,1,41,1,1,7,6,1983,1,,,,,,,,,,,,,,,,2631,729,3,5,1,,5,9998,0,9,9,9,9,9,0,45,,45,1,,2,,2,2,4,6500,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,6500,,,,,,,,1500,6500,6500,8000,1,1003.5466032592702
2025,04,26517,1,0046,1,1,202401265171004611,1,1,1,1,2,,1,69,1,1,8,3,1956,1,,,,,,,,,,,,,,,,3314,5811,1,,1,,1,10,0,8,8,8,8,8,5,45,,45,1,,2,,2,2,,,,8000,,,,,,,,,,,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,2,,11,6,,2,2,2,2,2,2,10,7,1,,,8000,,,,,,,8000,8000,8000,1,1470.873997206813
2025,04,25563,1,0196,1,1,202501255631019612,1,2,3,1,2,,2,29,2,2,15,8,1995,1,,,,,,,,,,,,,,,,2212,8620,3,5,1,,1,20,0,9,9,9,9,9,0,45,,45,1,,2,,2,2,4,8000,,,,,,,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,11,7,,2,2,2,2,2,2,10,7,1,8000,,,,,,,,,8000,8000,8000,1,1164.0003006366499
2025,05,25659,2,0050,1,1,202505256592005011,1,1,1,1,2,,1,59,1,1,14,7,1965,1,,,,,,,,,,,,,,,,3314,4210,1,,1,,1,4,12,12,12,12,12,12,12,84,10,94,1,,2,,2,2,,,,8000,,,,,,,,,,,,,1,3,1,2,1,2,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,,,8000,,,,,,,8000,8000,8000,1,893.6096349831977
2025,05,26896,1,0024,1,1,202405268961002411,1,1,1,1,2,,1,50,1,1,21,5,1974,1,,,,,,,,,,,,,,,,3314,1392,1,,2,1,1,11,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,,,8000,,,,,,,8000,8000,8000,1,873.52851985431
2025,05,28984,1,0017,1,1,202402289841001711,1,1,1,1,2,,1,78,1,1,22,12,1946,1,,,,,,,,,,,,,,,,3314,1610,1,,1,,1,5,4,4,4,4,4,4,4,28,,50,2,50,1,1,1,2,,,,8000,,,,,,,,,,,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,,,8000,,,,,,,8000,8000,8000,1,899.2305684036832
2025,06,26460,1,0095,1,1,202503264601009511,1,1,1,1,2,,1,33,1,1,17,8,1991,1,,,,,,,,,,,,,,,,2311,8530,3,5,1,,4,300,0,7,7,7,7,7,0,35,,35,1,,1,1,1,2,4,8000,,,,,,,,,,,,,,,1,2,2,,1,1,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,6,1,8000,,,,,,,,,8000,8000,8000,1,1154.564873384812
2025,06,2704001,1,0006,1,1,20250327040011000611,1,1,1,1,2,,1,39,1,1,28,5,1986,1,,,,,,,,,,,,,,,,2421,6810,1,,1,,1,6,0,9,9,9,9,9,8,53,,53,1,,2,,2,2,,,,8000,,,,,,,,,,,,,1,2,2,,1,2,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,,,8000,,,,,,,8000,8000,8000,1,609.9954834608186
2025,06,27268,1,0052,1,1,202403272681005211,1,1,1,1,2,,1,42,1,1,11,12,1982,1,,,,,,,,,,,,,,,,4110,8530,3,5,1,,2,50,0,8,8,8,8,8,0,40,11,51,1,,1,1,1,2,4,4000,,,,,,3000,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,4000,,,,,3000,,,999,7000,4000,7999,1,990.7949555650215
2025,06,2655503,1,0037,1,1,20240626555031003711,1,1,1,1,2,,1,48,1,1,11,6,1976,1,,,,,,,,,,,,,,,,2431,7320,2,,2,2,1,1,0,8,8,8,8,8,5,45,,45,1,,2,,2,2,,,,,,,,,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,,,7900,,,,,,,7900,7900,7900,1,864.4392644587004
2025,06,26818,2,0089,1,1,202506268182008912,1,2,2,1,2,,2,58,2,2,9,2,1967,1,,,,,,,,,,,,,,,,2611,8412,3,2,,,5,501,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,6300,,,,,,,,,,,,,,,1,3,1,1,1,2,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,6,,2,2,2,2,2,2,10,7,1,6300,,,,,,,,1575,6300,6300,7875,1,1104.342493429058
2025,05,20132,1,0011,1,1,202505201321001111,1,1,1,1,2,,1,40,1,1,21,2,1985,1,,,,,,,,,,,,,,,,4110,8010,3,4,1,,5,2000,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,6000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,6000,,,,,,,,1842,6000,6000,7842,1,1543.5538559013753
2025,06,29810,1,0053,1,1,202506298101005311,1,1,1,1,2,,2,34,1,1,18,11,1990,1,,,,,,,,,,,,,,,,4313,1311,3,5,1,,4,160,0,8,8,8,8,8,5,45,3,50,2,50,1,1,1,2,4,4200,100,,,,,1500,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,4200,433,,,,1500,,,1592,6133,4633,7725,1,1399.8613704261218
2025,04,2671502,1,0005,1,1,20250126715021000511,1,1,1,1,2,,1,56,1,2,7,4,1969,1,,,,,,,,,,,,,,,,2611,6910,2,,2,2,1,1,0,8,8,8,0,0,0,24,,24,1,,2,,2,2,,,,,,,,,,,,,,,,,1,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,,,7700,,,,,,,7700,7700,7700,1,1395.955898343696
2025,04,2671502,1,0005,1,1,20250126715021000512,1,2,2,1,2,,2,57,2,2,22,3,1968,1,,,,,,,,,,,,,,,,2611,6910,2,,2,2,1,1,0,8,8,8,0,0,0,24,,40,2,40,2,,2,2,,,,,,,,,,,,,,,,,1,2,2,,1,2,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,,,7700,,,,,,,7700,7700,7700,1,1288.903276456227
2025,04,18414,1,0052,1,1,202504184141005211,1,1,1,1,2,,1,49,1,1,1,4,1976,1,,,,,,,,,,,,,,,,2642,6020,3,5,1,,3,55,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,7000,,,,,,,,,,,,,,,2,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,6,1,7000,,,,,,,,666,7000,7000,7666,1,392.0648137032541
2025,04,2347601,1,0014,1,1,20240423476011001411,1,1,1,1,2,,1,62,1,1,17,8,1962,1,,,,,,,,,,,,,,,,4419,8412,3,3,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,5865,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,10,1,,2,2,2,2,2,2,10,7,1,5865,,,,,,,,1800,5865,5865,7665,1,899.0480037823772
2025,05,29593,1,0113,1,1,202502295931011311,1,1,1,1,2,,1,66,1,1,14,11,1958,1,,,,,,,,,,,,,,,,1211,4663,3,5,1,,3,100,0,8,8,8,8,8,0,40,,40,1,,1,1,1,2,4,6000,19,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,6,1,6000,570,,,,,,,1084,6570,6570,7654,1,887.2488622929218
