ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_jas25
2025,07,2284802,1,0001,1,1,20250722848021000111,,1,1,1,2,,2,58,1,1,26,3,1967,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,984.4649713061618
2025,07,2284802,1,0003,1,1,20250722848021000311,,1,1,1,2,,2,52,1,1,2,6,1973,1,,,,,,,,,,,,,,,,9533,4799,2,,3,2,1,1,0,0,4,4,4,4,0,16,,16,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,667,,,,,,,667,667,667,1,984.4649713061618
2025,07,2284802,1,0003,1,1,20250722848021000312,,5,3,1,2,,1,32,5,5,16,11,1992,1,,,,,,,,,,,,,,,,5120,5610,3,5,1,,1,8,8,0,8,8,8,8,8,48,,48,1,,2,,2,2,4,1130,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,1130,,,,,,,,188,1130,1130,1318,1,1197.4976852189664
2025,07,2284802,1,0003,1,1,20250722848021000313,,6,5,1,2,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,07,2284802,1,0003,1,1,20250722848021000314,,3,3,1,2,,2,28,3,3,9,12,1996,1,,,,,,,,,,,,,,,,4419,8220,3,5,1,,3,60,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,4,1600,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,10,5,,2,2,2,2,2,2,10,7,1,1600,,,,,,,,333,1600,1600,1933,1,1175.2566733479157
2025,07,2284802,1,0003,1,1,20250722848021000315,,4,3,1,2,,1,23,4,4,8,8,2001,1,,,,,,,,,,,,,,,,4222,8220,3,5,1,,5,5000,0,0,10,10,10,10,10,50,,50,1,,2,,2,2,4,1400,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,1400,,,,,,,,282,1400,1400,1682,1,1030.4753097511903
2025,07,2284802,1,0003,1,1,20250722848021000316,,2,2,1,2,,1,54,2,2,17,5,1971,1,,,,,,,,,,,,,,,,9313,4100,3,5,1,,1,15,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,4,2200,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,2200,,,,,,,,,2200,2200,2200,1,1089.3509090379027
2025,07,2284802,1,0004,1,1,20250722848021000411,,1,1,1,2,,2,59,1,1,3,6,1966,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,984.4649713061618
2025,07,2284802,1,0004,1,1,20250722848021000412,,4,7,1,2,,2,72,4,4,23,9,1952,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,3,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,984.4649713061618
2025,07,2284802,1,0004,1,1,20250722848021000413,,2,3,1,2,,1,29,2,2,28,11,1995,1,,,,,,,,,,,,,,,,4312,6419,3,5,1,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,3000,,,,,,,,,,,,,,,2,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,3000,,,,,,,,1000,3000,3000,4000,1,1197.4976852189664
2025,07,2284802,1,0004,1,1,20250722848021000414,,3,3,1,2,,1,28,3,3,14,4,1997,1,,,,,,,,,,,,,,,,2254,8690,2,,2,2,1,1,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,,,2500,,,,,,,2500,2500,2500,1,1197.4976852189664
2025,07,2284802,1,0005,1,1,20250722848021000511,,1,1,1,2,,1,34,1,1,19,6,1991,1,,,,,,,,,,,,,,,,3513,9511,2,,2,2,1,1,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,,,1500,,,,,,,1500,1500,1500,1,1197.4976852189664
2025,07,4777801,2,0048,1,1,20250747778012004811,1,1,1,1,2,,1,41,1,1,23,1,1984,1,,,,,,,,,,,,,,,,5120,5610,3,5,2,1,1,7,10,10,10,10,10,10,10,70,,70,1,,2,,2,2,4,1500,15,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,6,5,,2,2,2,2,2,2,1,7,1,1500,450,,,,,,,50,1950,1950,2000,1,834.6771867177595
2025,07,4777801,2,0048,1,1,20250747778012004812,1,2,2,1,2,,2,31,2,2,14,4,1994,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,9,4,,,,,,,,,,,,,1,819.1748058385092
2025,07,4777801,2,0048,1,1,20250747778012004813,1,3,3,1,2,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,07,4777801,2,0048,1,1,20250747778012004814,1,4,3,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,07,4777801,2,0049,1,1,20250747778012004911,1,1,1,1,2,,2,32,1,1,11,12,1992,1,,,,,,,,,,,,,,,,9412,5629,3,5,3,2,1,3,0,0,0,8,8,0,0,16,,48,2,48,1,1,1,2,2,100,20,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,,5,2,2,2,2,2,2,1,7,1,433,87,,,,,,,,520,520,520,1,819.1748058385092
2025,07,4777801,2,0049,1,1,20250747778012004912,1,2,2,1,2,,1,35,2,2,3,2,1990,1,,,,,,,,,,,,,,,,7212,2511,3,5,2,2,1,4,0,8,8,8,8,8,5,45,,45,1,,1,1,1,2,2,300,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,1,1,1,1299,,,,,,,,,1299,1299,1299,1,834.6771867177595
2025,07,4777801,2,0049,1,1,20250747778012004913,1,3,3,1,2,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,07,4777801,2,0049,1,1,20250747778012004914,1,4,3,1,2,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,07,4777801,2,0055,1,1,20250747778012005511,1,1,1,1,2,,1,39,1,1,28,6,1986,1,,,,,,,,,,,,,,,,7352,1410,2,,3,2,1,1,0,8,10,8,18,8,5,57,,57,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,,6,2,2,2,2,2,2,10,7,1,,,2100,,,,,,,2100,2100,2100,1,834.6771867177595
2025,07,4777801,2,0055,1,1,20250747778012005512,1,2,2,1,2,,2,37,2,2,26,7,1987,1,,,,,,,,,,,,,,,,7352,1410,2,,3,2,1,2,0,8,8,8,8,8,8,48,,48,1,,1,1,1,2,,,,,,,,,,,,,,,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,,6,2,2,2,2,2,2,10,7,1,,,2100,,,,,,,2100,2100,2100,1,819.1748058385092
2025,07,4777801,2,0055,1,1,20250747778012005513,1,3,3,1,2,,1,14,3,3,16,8,2010,1,,,,,,,,,,,,,,,,7354,1410,4,,3,2,1,2,0,4,4,4,4,4,4,24,,24,1,,2,,2,,,,,,,,,,,,,,,,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,2,,2,2,2,2,2,2,10,7,1,,,,,,,,,,,,,1,718.2596201578131
2025,07,4777801,2,0055,1,1,20250747778012005514,1,4,3,1,2,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,07,19677,1,0063,1,1,202507196771006311,,1,1,1,2,,1,42,1,1,20,2,1983,1,,,,,,,,,,,,,,,,2221,8610,3,3,,,5,5001,12,12,0,0,12,12,12,60,,60,2,38,2,,2,2,4,5000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,5000,,,,,,,,1459,5000,5000,6459,1,1718.4406828984124
2025,07,19677,1,0063,1,1,202507196771006312,,2,2,1,2,,2,39,2,2,3,4,1986,1,,,,,,,,,,,,,,,,2221,8610,3,3,,,5,9998,12,12,12,0,0,0,12,48,,48,1,,2,,2,2,4,3000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,1,1,3000,,,,,,,,50,3000,3000,3050,1,1686.5242457313113
2025,07,19677,1,0063,1,1,202507196771006313,,3,3,1,2,,2,17,3,2,30,5,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,2,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,9,4,,,,,,,,,,,,,1,1522.2233010482491
2025,07,19677,1,0063,1,1,202507196771006314,,4,3,1,2,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,07,19677,1,0063,1,1,202507196771006315,,5,3,1,2,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,07,19677,1,0064,1,1,202507196771006411,,1,1,1,2,,1,31,1,1,8,3,1994,1,,,,,,,,,,,,,,,,2142,4321,3,5,1,,3,80,0,8,8,8,8,8,4,44,21,65,1,,2,,2,2,4,6000,,,,,,2000,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,6,1,6000,,,,,2000,,,500,8000,6000,8500,1,1718.4406828984124
2025,07,19677,1,0064,1,1,202507196771006412,,2,2,1,2,,2,19,2,2,20,8,2005,1,,,,,,,,,,,,,,,,4416,7830,3,4,1,,1,10,0,8,8,8,8,8,4,44,20,60,2,60,1,1,1,2,3,700,,,,,,1500,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,10,1,,2,2,2,2,2,2,10,6,1,1400,,,,,1500,,,58,2900,1400,2958,1,1522.2233010482491
2025,07,19677,1,0064,1,1,202507196771006413,,3,3,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,07,19677,1,0065,1,1,202507196771006511,,1,1,1,2,,1,81,1,1,31,8,1943,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,2,3,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1563.2472138773287
2025,07,19677,1,0065,1,1,202507196771006512,,2,2,1,2,,2,65,2,2,29,9,1959,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,7,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,10,8,4,,,,,,,,,,,,,1,1412.7331338194492
2025,07,19677,1,0065,1,1,202507196771006513,,4,3,1,2,,2,42,4,4,8,2,1983,1,,,,,,,,,,,,,,,,4417,4630,3,5,1,,1,4,0,4,0,4,0,4,0,12,,12,2,6,1,1,1,2,4,500,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,1,5,2,,2,,9,3,,2,2,2,2,2,2,10,1,1,500,,,,,,,,84,500,500,584,1,1686.5242457313113
2025,07,19677,1,0065,1,1,202507196771006514,,3,3,1,1,,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2025,07,19677,1,0065,1,1,202507196771006515,,7,3,1,2,,2,38,7,7,24,8,1986,1,,,,,,,,,,,,,,,,4120,3315,3,5,1,,1,10,0,8,8,8,8,8,4,44,,44,1,,2,,2,1,3,700,12,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,1400,360,,,,,,,75,1760,1760,1835,1,1686.5242457313113
2025,07,19677,1,0065,1,1,202507196771006516,,6,5,1,2,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,07,19677,1,0065,1,1,202507196771006517,,5,5,1,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
